athlete_id,display_name,dob
4396993,Tyrese Haliburton,2000-02-29
4397002,Ayo Dosunmu,2000-01-17
4397008,Romeo Langford,1999-10-25
4397014,Quentin Grimes,2000-05-08
4397016,Devon Dotson,1999-08-02
4397018,Ochai Agbaji,2000-04-20
4397020,Luguentz Dort,1999-04-19
4397033,Joe Wieskamp,1999-08-23
4397040,Brandon Williams,1999-11-22
4397071,Mac McClung,1999-01-06
4397077,Jaxson Hayes,2000-05-23
4397102,Bol Bol,1999-11-16
4397103,Louis King,1999-04-06
4397104,Miles Norris,2000-04-15
4397107,David Duke Jr.,1999-10-13
4397114,Cormac Ryan,1998-10-26
4397119,Jared Rhoden,1999-08-27
4397126,Moses Brown,1999-10-13
4397127,Jules Bernard,2000-01-21
4397134,Cole Swider,1999-05-08
4397136,Saddiq Bey,1999-04-09
4397140,Kevin Porter Jr.,2000-05-04
4397148,Timmy Allen,2000-01-09
4397166,CJ Elleby,2000-06-16
4397179,Tyrese Martin,1999-03-07
4397183,Aaron Wiggins,1999-01-02
4397189,Jalen Smith,2000-03-16
4397204,Colin Castleton,2000-05-25
4397205,Ignas Brazdeikis,1999-01-08
4397209,Aaron Henry,1999-08-30
4397215,Daniel Oturu,1999-09-20
4397227,Vince Williams Jr.,2000-08-30
4397233,Pete Nance,2000-02-19
4397235,Duane Washington Jr.,2000-03-24
4397251,Ron Harper Jr.,2000-04-12
4397347,Liam Robbins,1999-07-12
4397371,Nathan Mensah,1998-04-09
4397424,Neemias Queta,1999-07-13
4397449,Elijah Harkless,2000-02-03
4397450,Darius Brown II,1999-07-28
4397475,AJ Green,1999-09-27
4397511,Javon Freeman-Liberty,1999-10-20
4397554,Markquis Nowell,1999-12-25
4397570,Jaylen Sims,1998-12-11
4397650,Andrew Funk,1999-09-21
4397654,Adam Flagler,1999-12-01
4397667,Filip Petrusev,2000-04-15
4397688,Trey Murphy III,2000-06-18
4397689,Drew Peterson,1999-11-09
4397693,Kessler Edwards,2000-08-09
4397784,Malachi Smith,1999-12-06
4397821,Nate Williams,1999-02-12
4397882,Tolu Smith,2000-07-26
4397885,Dalano Banton,1999-11-07
4397886,Charles Bassey,2000-10-28
4397916,Jason Preston,1999-08-10
4398207,Jalen Slawson,1999-10-22
4398390,Jalen Pickett,1999-10-22
4401415,Alen Smailagic,2000-08-18
4401416,Juan Toscano-Anderson,1993-04-10
4407254,Brodric Thomas,1997-01-28
4409222,Trevelin Queen,1997-02-25
4411057,Kevin McCullar Jr.,2001-03-15
4412182,Isaiah Canaan,1991-05-21
4415554,Corey Brewer,1986-03-05
4423309,Luka Samanic,2000-01-09
4423314,Sekou Doumbouya,2000-12-23
4423545,Darius Bazley,2000-06-12
4423883,Deividas Sirvydis,2000-06-10
4423884,Henri Drell,2000-04-25
4423885,Didi Louzada,1999-07-02
4423887,Jalen Lecque,2000-06-13
4431669,Vernon Carey Jr.,2001-02-25
4431671,Jaden McDaniels,2000-09-29
4431672,Nico Mannion,2001-03-14
4431673,Matt Hurt,2000-04-20
4431675,Trendon Watford,2000-11-09
4431678,Tyrese Maxey,2000-11-04
4431679,Precious Achiuwa,1999-09-19
4431680,Onyeka Okongwu,2000-12-11
4431684,Trayce Jackson-Davis,2000-02-22
4431686,Cassius Stanley,1999-08-18
4431687,Patrick Williams,2001-08-26
4431688,Jahmi'us Ramsey,2001-06-09
4431689,Keion Brooks Jr.,2000-08-07
4431690,Zeke Nnaji,2001-01-09
4431695,Drew Timme,2000-09-09
4431699,Kai Jones,2001-01-19
4431705,Anton Watson,2000-10-06
4431712,James Bouknight,2000-09-18
4431714,Jalen Wilson,2000-11-04
4431720,Lester Quinones,2000-11-16
4431727,Isaiah Wong,2001-01-28
4431734,Tristan Enaruna,2001-06-26
4431736,Toumani Camara,2000-05-08
4431747,Tyrell Terry,2000-09-28
4431752,Kobe Brown,2000-01-01
4431766,Damion Baugh,2000-08-03
4431767,Christian Braun,2001-04-17
4431772,Myron Gardner,2001-05-21
4431775,Seth Lundy,2000-04-02
4431778,Christian Koloko,2000-06-20
4431785,Scotty Pippen Jr.,2000-11-10
4431786,Keshad Johnson,2001-06-23
4431811,Dereon Seabron,2000-05-26
4431816,Jesse Edwards,2000-03-18
4431823,Miles McBride,2000-09-08
4431828,KJ Martin,2001-01-06
4431893,Jamison Battle,2001-05-10
4431914,Tyler Burton,2000-02-11
4431941,RayJ Dennis,2001-03-30
4432068,Josh Oduro,2000-10-14
4432070,Quincy Olivari,2001-05-27
4432107,Marcus Sasser,2000-09-21
4432117,Isaiah Stevens,2000-11-01
4432158,Evan Mobley,2001-06-18
4432161,Greg Brown III,2001-09-01
4432162,Brandon Boston,2001-11-28
4432164,Jaden Springer,2002-09-25
4432165,Jalen Suggs,2001-06-03
4432166,Cade Cunningham,2001-09-25
4432168,Josh Christopher,2001-12-08
4432170,Isaiah Jackson,2002-01-10
4432171,Moses Moody,2002-05-31
4432173,Sharife Cooper,2001-06-11
4432174,Cam Thomas,2001-10-13
4432176,Daishen Nix,2002-02-13
4432179,MarJon Beauchamp,2000-10-12
4432180,Hunter Dickinson,2000-11-25
4432181,Julian Strawther,2002-04-18
4432185,Micah Peavy,2001-07-16
4432187,Reece Beekman,2001-10-08
4432190,Andre Jackson Jr.,2001-11-13
4432192,Keon Johnson,2002-03-10
4432194,Day'Ron Sharpe,2001-11-06
4432241,Jamal Shead,2002-07-24
4432247,Jaylen Clark,2001-10-13
4432356,Johnny Davis,2002-02-27
4432446,Jabari Walker,2002-07-30
4432452,Alex Antetokounmpo,2001-08-27
4432528,Karim Mane,2000-05-16
4432573,Paolo Banchero,2002-11-12
4432582,Max Christie,2003-02-10
4432585,AJ Griffin,2003-08-25
4432588,John Butler Jr.,2002-12-04
4432639,Jabari Smith Jr.,2003-05-13
4432645,Trevor Keels,2003-08-26
4432646,Kennedy Chandler,2002-09-16
4432735,Dariq Whitehead,2004-08-01
4432808,James Wiseman,2001-03-31
4432809,Cole Anthony,2000-05-15
4432810,Isaiah Stewart,2001-05-22
4432811,Josh Green,2000-11-16
4432812,Scottie Lewis,2000-03-12
4432813,Jeremiah Robinson-Earl,2000-11-03
4432815,Isaiah Mobley,1999-09-24
4432816,LaMelo Ball,2001-08-22
4432817,Johnny Juzang,2001-03-17
4432819,Tre Mann,2001-02-03
4432820,D.J. Carton,2000-08-05
4432821,E.J. Liddell,2000-12-18
4432822,Isaac Okoro,2001-01-26
4432823,Jaylin Williams,2002-06-29
4432827,Oscar Tshiebwe,1999-11-27
4432847,Terrence Shannon Jr.,2000-07-30
4432848,Jaime Jaquez Jr.,2001-02-18
4432872,Emanuel Miller,2000-06-19
4432887,Tyson Etienne,1999-09-17
4432907,Justin Champagnie,2001-06-29
4432946,Jalen Bridges,2001-05-14
4432957,Yuri Collins,2001-03-07
4432971,Alex Ducas,2000-12-11
4433076,Ben Sheppard,2001-07-16
4433083,Cam Spencer,2000-04-06
4433133,Jahmir Young,2000-10-07
4433134,Scottie Barnes,2001-08-01
4433136,Walker Kessler,2001-07-26
4433137,Ziaire Williams,2001-09-12
4433144,Caleb Love,2001-09-27
4433147,Marcus Bagley,2001-10-23
4433149,LJ Cryer,2001-10-09
4433157,Josh Hall,2000-10-08
4433159,Dalen Terry,2002-07-12
4433174,Dylan Cardwell,2001-12-16
4433188,Devin Carter,2002-03-18
4433192,Tari Eason,2001-05-10
4433218,Jaden Ivey,2002-02-13
4433225,Tyler Kolek,2001-03-27
4433246,Patrick Baldwin Jr.,2002-11-18
4433247,Jonathan Kuminga,2002-10-06
4433249,Moussa Diabate,2002-01-21
4433254,Kendall Brown,2003-05-11
4433255,Chet Holmgren,2002-05-01
4433268,Trey Alexander,2003-05-02
4433281,Hunter Sallis,2003-03-26
4433287,Brandon Miller,2002-11-22
4433378,Colby Jones,2002-05-28
4433569,Johni Broome,2002-07-19
4433607,DaRon Holmes II,2002-08-15
4433618,Harrison Ingram,2002-11-27
4433620,Emoni Bates,2004-01-28
4433621,Jalen Duren,2003-11-18
4433622,Chris Livingston,2003-10-15
4433623,Caleb Houstan,2003-01-09
4433626,Jalen Hood-Schifino,2003-06-19
4433627,Keyonte George,2003-11-08
4433629,Ryan Nembhard,2003-03-10
4437244,Jalen Green,2002-02-09
4438552,Onuralp Bitim,1999-03-31
4565201,Malaki Branham,2003-05-12
4566434,Franz Wagner,2001-08-27
4576060,Ryan Kalkbrenner,2002-01-17
4576085,JD Davison,2002-10-03
4576086,Bryce McGowens,2002-11-08
4576087,Peyton Watson,2002-09-11
4578893,Vit Krejci,2000-06-19
4585610,Kenneth Lofton Jr.,2002-08-14
4585618,Keshon Gilbert,2003-06-30
4590360,Chucky Hepburn,2003-02-09
4590530,R.J. Hampton,2001-02-07
4591259,Koby Brea,2002-11-06
4591725,Ryan Rollins,2002-07-03
4592187,Wendell Moore Jr.,2001-09-18
4592204,David Johnson,2001-02-26
4592216,Alondes Williams,1999-06-19
4592304,Donovan Williams,2001-09-06
4592401,N'Faly Dante,2001-10-19
4592402,Chris Duarte,1997-06-13
4592427,Spencer Jones,2001-06-14
4592435,Branden Carlson,1999-06-14
4592461,Jacob Toppin,2000-05-08
4592479,Julian Champagnie,2001-06-29
4592492,Bones Hyland,2000-09-14
4592686,Antonio Reeves,2000-11-20
4592691,Jake LaRavia,2001-11-03
4592699,Enrique Freeman,2000-07-29
4592714,Pat Spencer,1996-07-04
4592829,Quenton Jackson,1998-09-15
4592857,Isaiah Crawford,2001-11-01
4592933,Mouhamadou Gueye,1998-07-06
4592965,Tristen Newton,2001-04-26
4592979,Zyon Pullin,2001-03-03
4593016,Quinten Post,2000-03-21
4593034,Alex Morales,1997-11-21
4593041,David Roddy,2001-03-27
4593043,John Tonje,2001-04-23
4593049,Orlando Robinson,2000-07-10
4593125,Santi Aldama,2001-01-10
4593803,Jalen Williams,2001-04-14
4593841,Baylor Scheierman,2000-09-26
4594268,Anthony Edwards,2001-08-05
4594326,Kris Murray,2000-08-19
4594327,Keegan Murray,2000-08-19
4595400,Olivier-Maxence Prosper,2002-07-03
4596528,Lawson Lovering,2003-05-09
4597259,Javonte Cooke,1999-07-11
4597865,Tosan Evbuomwan,2001-02-16
4598307,Dmytro Skapintsev,1998-05-12
4600663,Zach Edey,2002-03-14
4601023,Oso Ighodaro,2002-07-14
4601025,Pelle Larsson,2001-02-23
4602025,Sion James,2002-12-04
4606840,Jamir Watkins,2001-07-06
4610139,Jeremy Sochan,2003-05-20
4610145,Daryl Macon,1995-11-29
4683018,Aleksej Pokusevski,2001-12-26
4683021,Deni Avdija,2001-01-03
4683022,Georgios Kalaitzakis,1999-01-02
4683023,Jay Scrubb,2000-09-01
4683024,Killian Hayes,2001-07-27
4683025,Leandro Bolmaro,2000-09-11
4683027,Theo Maledon,2001-06-12
4683622,Marko Simonovic,1999-10-15
4683634,Bennedict Mathurin,2002-06-19
4683678,Scoot Henderson,2004-02-03
4683686,Nick Smith Jr.,2004-04-18
4683688,Dereck Lively II,2004-02-12
4683689,Jordan Walsh,2004-03-03
4683692,Cason Wallace,2003-11-07
4683736,Kobe Bufkin,2003-09-21
4683742,Julian Reese,2003-06-30
4683747,Jaylon Tyson,2002-12-02
4683749,TyTy Washington Jr.,2001-11-15
4683750,Jordan Hawkins,2002-04-29
4683766,Isaiah Collier,2004-10-08
4683771,Ronald Holland II,2005-07-07
4683774,Bronny James,2004-10-06
4683778,Jared McCain,2004-02-20
4683834,KJ Simpson,2002-08-08
4683934,Jahmai Mashack,2002-11-10
4683935,Blake Wesley,2003-03-16
4683940,Terquavion Smith,2002-12-31
4684208,Brooks Barnhizer,2002-03-02
4684272,Ja'Kobe Walter,2004-09-04
4684275,Rob Dillingham,2005-01-04
4684286,Maxwell Lewis,2002-07-27
4684737,Jaylen Martin,2004-01-28
4684740,Amen Thompson,2003-01-30
4684742,Ausar Thompson,2003-01-30
4684793,Kyle Filipowski,2003-11-07
4684806,Taylor Hendricks,2003-11-22
4687718,Josh Minott,2002-11-25
4696317,Miles Kelly,2003-01-26
4697268,Kam Jones,2002-02-25
4697270,Payton Sandfort,2002-07-12
4700818,Vladislav Goldin,2001-05-12
4700852,Chaz Lanier,2001-12-19
4700873,Toby Okani,2001-10-05
4701031,Jordan Hall,2002-01-14
4701208,Moussa Cisse,2002-09-10
4701225,PJ Hall,2002-02-21
4701230,Jalen Johnson,2001-12-18
4701232,Mark Williams,2001-12-16
4701233,Craig Porter Jr.,2000-02-26
4701234,Ricky Council IV,2001-08-03
4701845,Kadary Richmond,2001-08-25
4701992,Max Shulga,2002-06-25
4702023,Adama Sanogo,2002-02-12
4702134,Norchad Omier,2001-08-28
4702159,Dillon Jones,2001-10-29
4702176,Joshua Primo,2002-12-24
4702177,Keon Ellis,2000-01-08
4702233,JT Thor,2002-08-26
4702352,Kobe Sanders,2002-05-30
4702382,Tristan da Silva,2001-05-15
4702384,Nique Clifford,2002-02-09
4702431,Andersson Garcia,2000-08-23
4702602,CJ Huntley,2002-01-06
4702656,Alijah Martin,2001-12-26
4702670,Grant Nelson,2002-03-18
4702702,D'Moi Hodge,1998-12-20
4702745,Amari Williams,2002-01-28
4702785,Jahmyl Telfort,2001-04-30
4702972,Chris Manon,2001-12-09
4703421,Taelon Peter,2002-02-27
4703530,Mark Sears,2002-02-19
4703889,Jayson Kent,2002-02-03
4706557,Chris Youngblood,2002-02-09
4708972,Jazian Gortman,2003-03-14
4709131,Sean Pedulla,2002-10-10
4709138,Brandin Podziemski,2003-02-25
4711005,Trevon Scott,1996-11-25
4711272,Reed Sheppard,2004-06-24
4711294,Matas Buzelis,2004-10-13
4711297,Justin Edwards,2003-12-16
4712849,Anthony Black,2004-01-20
4712863,Mouhamed Gueye,2002-11-09
4712896,Noah Clowney,2004-07-14
4713010,David Jones Garcia,2001-11-24
4715198,Isaiah Todd,2001-10-17
4781746,Javon Small,2002-12-19
4820852,Michael Foster Jr.,2003-01-16
4845363,Cam Christie,2005-07-24
4845367,Stephon Castle,2004-11-01
4845374,Bub Carrington,2005-07-21
4868423,Jaden Hardy,2002-07-05
4869342,Dyson Daniels,2003-03-17
4869780,Derik Queen,2004-12-27
4870562,Dominick Barlow,2003-05-26
4871137,Malcolm Cazalon,2001-08-27
4871140,Ibou Badji,2002-10-13
4871141,Ariel Hukporti,2002-04-12
4871143,Usman Garuba,2002-03-09
4871144,Alperen Sengun,2002-07-25
4871145,Josh Giddey,2002-10-10
4873138,Ace Bailey,2006-08-13
4873201,Asa Newell,2005-10-05
4888725,Ryan Dunn,2003-01-07
4895499,Wayne Selden,1994-09-30
4895758,Cody Williams,2004-11-20
4896365,Adama Bal,2003-12-18
4896372,Walter Clayton Jr.,2003-03-06
4896481,Alex Fudge,2003-05-06
4897262,Will Richard,2002-12-24
4897449,Malevy Leons,1999-09-23
4897943,Dalton Knecht,2001-04-19
4898237,Bez Mbeng,2002-05-02
4898238,John Poulakidas,2003-04-04
4898369,Curtis Jones,2001-10-04
4898371,Maxime Raynaud,2003-04-07
4900671,Ajay Mitchell,2002-06-25
4903027,Cedric Coward,2003-09-11
4906923,Bobi Klintman,2003-03-06
4909710,Phillip Wheeler,2002-04-23
4914336,Shaedon Sharpe,2003-05-30
4981257,Gabriel Lundberg,1994-12-04
4997526,Ousmane Dieng,2003-05-21
4997528,Nikola Jovic,2003-06-09
4997536,Gui Santos,2002-06-22
4997537,Tristan Vukcevic,2003-03-11
4997538,Karlo Matkovic,2001-03-30
4997539,Luke Travers,2001-09-03
5023693,Tyrese Proctor,2004-04-01
5037871,Dylan Harper,2006-03-02
5037873,Drake Powell,2005-09-08
5041939,Cooper Flagg,2006-12-21
5044385,Leonard Miller,2003-11-26
5060631,Adou Thiero,2004-05-08
5061568,Carter Bryant,2005-11-26
5061575,Kon Knueppel,2005-08-03
5061589,Yves Missi,2004-05-14
5075393,Trevor Hudgins,1999-03-23
5081727,Sidy Cissoko,2004-04-02
5093267,Collin Murray-Boyles,2005-06-10
5099752,Rayan Rupert,2004-05-31
5104155,Bilal Coulibaly,2004-07-26
5104156,Armel Traore,2003-01-23
5104157,Victor Wembanyama,2004-01-04
5105550,GG Jackson,2004-12-17
5105553,Julian Phillips,2003-11-05
5105565,Donovan Clingan,2004-02-23
5105592,Cam Whitmore,2004-07-08
5105623,Kel'el Ware,2004-04-20
5105637,Adem Bona,2003-03-28
5105638,Amari Bailey,2004-02-17
5105806,Jett Howard,2003-09-14
5105839,Brice Sensabaugh,2003-10-30
5105977,Rasheer Fleming,2004-07-10
5106060,Jarace Walker,2003-09-04
5106258,Gradey Dick,2003-11-20
5106268,Nae'Qwan Tomlin,2000-12-19
5107156,Lachlan Olbrich,2003-12-30
5107173,Danny Wolf,2004-05-05
5107199,Daniss Jenkins,2001-08-17
5107818,Isaac Jones,2000-07-11
5107897,Jonathan Mogbo,2001-10-29
5108024,Yanic Konan Niederhauser,2003-03-14
5112087,Jaylen Wells,2003-08-26
5124612,VJ Edgecombe,2005-07-30
5144091,Jeremiah Fears,2006-10-14
5144126,Will Riley,2006-02-10
5157066,Johnny Furphy,2004-12-07
5157587,Rocco Zikarsky,2006-07-11
5159486,Yongxi Cui,2003-05-28
5159895,Yuki Kawamura,2001-05-02
5159925,Nikola Topic,2005-08-10
5160992,Alex Sarr,2005-04-26
5165257,Trentyn Flowers,2005-03-08
5167876,Tyler Smith,2004-11-02
5170947,AJ Johnson,2004-12-01
5174563,Kyshawn George,2003-12-12
5174655,Chaney Johnson,2002-06-20
5175643,Egor Demin,2006-03-03
5175647,Hugo Gonzalez,2006-02-05
5176420,Hayden Gray,2003-05-11
5177362,Riley Minix,2000-09-22
5184018,Maozinha Pereira,2000-08-28
5203685,Khaman Maluach,2006-09-14
5211175,Zaccharie Risacher,2005-04-08
5211176,Tidjane Salaun,2005-08-10
5211983,Pacome Dadiet,2005-07-27
5211984,Ulrich Chomche,2005-12-30
5214637,Noah Penda,2005-01-07
5214640,Kasparas Jakucionis,2006-05-29
5217746,Yang Hansen,2005-06-26
5238230,Tre Johnson,2006-03-07
5239561,Jase Richardson,2005-10-16
5239590,Liam McNeeley,2005-10-10
5242496,Noa Essengue,2006-12-18
5242502,Ben Saraf,2006-04-14
5279130,Nolan Traore,2006-05-28
5279133,Joan Beringer,2006-11-11
5289900,Mohamed Diawara,2005-04-29
